#,"Date Time, GMT-07:00",Temp_F ,Temp_C,"Intensity, lum/ft² ",Site,Elevation
359,5/22/2023 3:30,54.495,12.49722222,0,Chelsea Eld,High
360,5/22/2023 3:45,54.495,12.49722222,0,Chelsea Eld,High
361,5/22/2023 4:00,54.669,12.59388889,0,Chelsea Eld,High
362,5/22/2023 4:15,54.842,12.69,0,Chelsea Eld,High
363,5/22/2023 4:30,54.842,12.69,0,Chelsea Eld,High
364,5/22/2023 4:45,54.669,12.59388889,0,Chelsea Eld,High
365,5/22/2023 5:00,54.669,12.59388889,0,Chelsea Eld,High
366,5/22/2023 5:15,54.495,12.49722222,0,Chelsea Eld,High
367,5/22/2023 5:30,54.669,12.59388889,4,Chelsea Eld,High
368,5/22/2023 5:45,54.669,12.59388889,9,Chelsea Eld,High
369,5/22/2023 6:00,54.495,12.49722222,16,Chelsea Eld,High
370,5/22/2023 6:15,54.669,12.59388889,30,Chelsea Eld,High
371,5/22/2023 6:30,54.669,12.59388889,56,Chelsea Eld,High
372,5/22/2023 6:45,54.669,12.59388889,76,Chelsea Eld,High
373,5/22/2023 7:00,54.495,12.49722222,118,Chelsea Eld,High
374,5/22/2023 7:15,54.495,12.49722222,304,Chelsea Eld,High
375,5/22/2023 7:30,54.495,12.49722222,352,Chelsea Eld,High
376,5/22/2023 7:45,54.495,12.49722222,368,Chelsea Eld,High
377,5/22/2023 8:00,54.495,12.49722222,336,Chelsea Eld,High
378,5/22/2023 8:15,54.495,12.49722222,336,Chelsea Eld,High
379,5/22/2023 8:30,54.669,12.59388889,576,Chelsea Eld,High
380,5/22/2023 8:45,54.669,12.59388889,448,Chelsea Eld,High
381,5/22/2023 9:00,54.842,12.69,464,Chelsea Eld,High
382,5/22/2023 9:15,55.017,12.78722222,576,Chelsea Eld,High
383,5/22/2023 9:30,55.189,12.88277778,384,Chelsea Eld,High
384,5/22/2023 9:45,55.189,12.88277778,512,Chelsea Eld,High
385,5/22/2023 10:00,55.017,12.78722222,416,Chelsea Eld,High
